primary_title,start_year,end_year,genres,average_rating,num_votes,show_id
Avatar: The Last Airbender,2005,2008,"Action,Adventure,Animation",9.3,347828,3f5deb51-844d-4db9-9617-438841920257
House of the Dragon,2022,\N,"Action,Adventure,Drama",8.5,347128,c61272da-3273-4e42-b102-fedc81e51d27
Brooklyn Nine-Nine,2013,2021,"Comedy,Crime",8.4,346946,af8511de-8073-485e-ad10-28fca5eb0c2a
Lucifer,2016,2021,"Crime,Drama,Fantasy",8.1,346605,4bc33702-6aef-468b-8761-52eec1179b52
The Vampire Diaries,2009,2017,"Drama,Fantasy,Horror",7.7,341904,31f85f17-a462-4d26-95fe-579157d760c1
The Lord of the Rings: The Rings of Power,2022,\N,"Action,Adventure,Drama",7.0,341897,6fbc3c0b-a813-4028-96e3-e053eb488401
Seinfeld,1989,1998,Comedy,8.9,341742,b4f9fb89-c45c-42da-a74e-4cb75afbdde1
Wednesday,2022,\N,"Comedy,Crime,Fantasy",8.1,340214,8d4f7454-a8cf-4e84-9bfd-d58572d85eef
American Horror Story,2011,\N,"Drama,Horror,Sci-Fi",8.0,337320,6ac76ed8-5d34-40e6-848b-7a9395a3ee45
Sex Education,2019,2023,"Comedy,Drama",8.3,336325,99cc644b-a28f-4f3a-9199-8ae204942974
Ozark,2017,2022,"Crime,Drama,Thriller",8.5,336135,50ba87ed-db7e-403f-92c3-c6d7108b1e58
Grey's Anatomy,2005,\N,"Drama,Romance",7.6,332270,469901f0-c285-4982-8532-64fb9a0b3a8c
Mindhunter,2017,2019,"Crime,Drama,Mystery",8.6,321115,5e05e9ac-6a2e-459f-8847-a613c39561e6
Arrested Development,2003,2019,Comedy,8.7,319156,dcf14190-764a-48a9-9b25-97ac902a5239
Ted Lasso,2020,2023,"Comedy,Drama,Sport",8.8,318825,f8744afd-dac5-4c44-8fe8-a3bf887fa602
Orange Is the New Black,2013,2019,"Comedy,Crime,Drama",8.0,315848,6c7abbfe-cd5b-4dfd-8368-e0223123acdc
Sons of Anarchy,2008,2014,"Crime,Drama,Thriller",8.6,315790,5efe9d42-1070-4adb-ae22-26b68b677bd2
13 Reasons Why,2017,2020,"Drama,Mystery,Thriller",7.5,309915,ce9b84b0-18bd-4ab5-94ca-674d4e670f0a
Aspirants,2021,\N,Drama,9.2,307034,80be13ed-ab34-487d-afb3-fbc679403315
You,2018,2024,"Crime,Drama,Romance",7.7,287856,d617cb65-eaa1-4e74-8314-b083ac953b58
Community,2009,2015,Comedy,8.5,285571,280f83e1-078a-4ecf-a856-c7244735cc50
Parks and Recreation,2009,2015,Comedy,8.6,279941,482fc202-0161-46ff-a637-3600fff8104a
Firefly,2002,2003,"Adventure,Drama,Sci-Fi",9.0,277108,5f44801a-f381-4aaa-b839-46cefa548808
Two and a Half Men,2003,2015,"Comedy,Romance",7.1,275665,57656b4b-f860-431e-90a5-13bab090318c
The Blacklist,2013,2023,"Crime,Drama,Mystery",8.0,273603,032196ee-5976-45e5-88d6-d8c6924410e8
Hannibal,2013,2015,"Crime,Drama,Horror",8.5,269792,bd5084d9-2d70-4818-bc78-5c1c54a98ae2
Shameless,2011,2021,"Comedy,Drama",8.5,269641,083d8ed9-899f-4e7d-8582-bc11b92e2750
The 100,2014,2020,"Drama,Mystery,Sci-Fi",7.6,269037,839d4872-d731-4def-922b-dac9cca3dc16
The Umbrella Academy,2019,2024,"Action,Adventure,Comedy",7.9,267038,ab307e1f-a4d8-4b83-b089-71f111661316
Scrubs,2001,2010,"Comedy,Drama",8.4,266606,0e003ae9-f474-46ed-8d75-06727f291b7f
The Punisher,2017,2019,"Action,Crime,Drama",8.5,257176,4454674e-c214-43a5-a7c4-a241d813e9c2
True Blood,2008,2014,"Drama,Fantasy,Mystery",7.9,256690,241c7b27-106b-4091-bfc6-01a9ca0838b0
Futurama,1999,\N,"Adventure,Animation,Comedy",8.5,256047,917e32bf-25e8-4024-b282-9570b5409398
Mad Men,2007,2015,Drama,8.7,254771,24ea2c5b-aea3-4e68-a6a4-c1a22cdad9e6
Fringe,2008,2013,"Drama,Mystery,Sci-Fi",8.4,253909,e0a81396-11d5-4c07-bc47-391057fc5f9d
Spartacus,2010,2013,"Action,Adventure,Biography",8.5,252352,73ce877a-d52c-475b-a60c-cf2bb9806e44
The Handmaid's Tale,2017,\N,"Drama,Sci-Fi,Thriller",8.4,252321,442c1994-96b5-4d66-9f15-2e345460bbf3
Arcane,2021,\N,"Action,Adventure,Animation",9.0,250162,742ee040-3fce-4e1d-bf1a-0bd50d0814f0
Heroes,2006,2010,"Drama,Fantasy,Sci-Fi",7.5,248997,32548a81-1158-43e5-8ed7-c377a4081535
It's Always Sunny in Philadelphia,2005,\N,Comedy,8.8,245053,f126f9f3-7a90-44b9-8278-47784adff669
Succession,2018,2023,"Comedy,Drama",8.9,244660,a79b63f1-1914-42dc-bfc2-17e7104ddcfd
The X-Files,1993,2018,"Crime,Drama,Mystery",8.6,242361,632c9505-a5a8-4bc4-97e8-7eb52e46b0d3
New Girl,2011,2018,"Comedy,Romance",7.8,240224,43c125a7-c089-4381-811b-8b073a82dcc1
The Crown,2016,2023,"Biography,Drama,History",8.6,238566,e130bb64-138b-46ee-84c4-9ffd5079f44a
Gotham,2014,2019,"Action,Crime,Drama",7.8,238150,51ee3990-758c-4a6a-9425-e096bbb59ce1
Doctor Who,2005,\N,"Adventure,Drama,Sci-Fi",8.6,237313,f17db81c-c090-4bef-911b-34e0912eeb72
Once Upon a Time,2011,2018,"Adventure,Fantasy,Romance",7.7,233843,4c414850-24ce-4ef9-82c7-6085363e6876
Agents of S.H.I.E.L.D.,2013,2020,"Action,Adventure,Drama",7.5,223737,88027ae5-0ef6-4938-8975-46259f5db4d3
Euphoria,2019,\N,Drama,8.3,223503,367ed11a-9edf-46c2-9397-5eb79b6fe02a
Jessica Jones,2015,2019,"Action,Crime,Drama",7.9,223463,c053f5b7-e362-46c5-af56-462ee63f1964
Downton Abbey,2010,2015,"Drama,Romance",8.7,218846,888808d8-ebdf-493c-9ac6-4080de4baa19
Big Little Lies,2017,2019,"Crime,Drama,Mystery",8.4,217937,d1ae6090-5b11-4d39-bf15-864f90b3c27a
Criminal Minds,2005,\N,"Crime,Drama,Mystery",8.1,213005,e7c71f94-e31e-4506-bfe3-15fcb6772b04
The End of the F***ing World,2017,2019,"Adventure,Comedy,Crime",8.0,212560,26e0758a-6f16-4dcc-86f1-53e3c100b39f
Twin Peaks,1990,1991,"Crime,Drama,Mystery",8.8,209833,7dd93f4d-d84d-47fc-8d96-6ffe19660ca6
One Piece,1999,\N,"Action,Adventure,Animation",8.9,207021,95f2fb33-7e8c-42da-a59d-638f3b891bee
Cobra Kai,2018,2023,"Action,Comedy,Drama",8.5,199571,2a0f41e0-2080-4c3b-a4eb-ea2e8f73a3d1
Boardwalk Empire,2010,2014,"Crime,Drama",8.6,199448,a9753ff5-5c18-4ead-b6ce-1177a6eabc7e
Yellowstone,2018,\N,"Drama,Western",8.7,196812,db5cb47c-54d6-49fd-9016-9483be364aa6
The Mentalist,2008,2015,"Crime,Drama,Mystery",8.2,196050,587a8df9-5cfa-4532-820d-aab9d3ef898c
24,2001,2010,"Action,Crime,Drama",8.4,194380,c19a85af-575b-4d0e-b99e-7e63c092a77b
Fullmetal Alchemist: Brotherhood,2009,2010,"Action,Adventure,Animation",9.1,189987,f36b277d-406a-4f9b-8de4-f560a87948eb
The White Lotus,2021,2025,"Comedy,Drama",7.9,188194,8b9e5634-0ed0-4bd4-b62b-dda8a8c4b219
"Love, Death & Robots",2019,\N,"Action,Adventure,Animation",8.4,188086,62bc084d-3d1c-4552-9380-37a2210055fb
Gossip Girl,2007,2012,"Drama,Romance",7.5,188065,c395de00-9f2c-410f-b24d-17f0a0460069
Fleabag,2016,2019,"Comedy,Drama",8.7,187899,49dea8a3-e257-48c4-b3df-9d70cfcecc34
That '70s Show,1998,2006,"Comedy,Drama,Romance",8.1,186644,5474cae3-5adb-43ba-a62c-9068be600590
Californication,2007,2014,"Comedy,Drama",8.3,186638,6115307c-e2b7-48fc-bf9c-1524bea6b5e3
Person of Interest,2011,2016,"Action,Crime,Drama",8.5,185368,837709f8-49ea-4558-8d67-1ac8ae2273f4
She-Hulk: Attorney at Law,2022,2022,"Action,Adventure,Comedy",5.3,185197,300dc938-e24c-4945-9f4a-228066810be5
Altered Carbon,2018,2020,"Action,Drama,Sci-Fi",7.9,184045,462a2dd1-478c-4bbe-847f-120cacda69d5
The Good Place,2016,2020,"Comedy,Drama,Fantasy",8.2,181559,a1aa2591-1f25-44da-bc80-f2e8651eaa8c
Rome,2005,2007,"Action,Drama,Romance",8.7,181435,b049496c-b22f-40ac-b09c-17927715e36d
BoJack Horseman,2014,2020,"Animation,Comedy,Drama",8.8,180034,38948ebd-dd37-49c1-a2c0-844baf6d0104
One Punch Man,2015,2019,"Action,Animation,Comedy",8.7,179974,604f80dc-cf68-488d-a428-be79e1829808
Severance,2022,\N,"Drama,Mystery,Sci-Fi",8.7,178273,b00100b4-c9da-442e-9859-f5e743d86527
Pretty Little Liars,2010,2017,"Drama,Mystery,Romance",7.4,175664,7588c594-feea-4db4-b026-52cb0407903a
Invincible,2021,\N,"Action,Adventure,Animation",8.7,175521,39c90b86-2baf-4e82-afbf-5f3311495bb9
Entourage,2004,2011,"Comedy,Drama",8.4,175133,8dabae6a-6f09-4d5e-8357-8abf02653b05
Outlander,2014,\N,"Drama,Fantasy,Romance",8.4,174818,4371e2ae-cd8f-4933-92d6-be1603c4363f
Battlestar Galactica,2004,2009,"Action,Adventure,Drama",8.7,172948,341ac835-a271-413a-bf96-95995688147b
Bones,2005,2017,"Crime,Drama,Mystery",7.8,171757,7010c473-0976-47ad-975d-1a1aa4dd8295
Castle,2009,2016,"Comedy,Crime,Drama",8.1,171104,15bf3495-44b9-491b-b9ae-9dc39c56b098
Tom Clancy's Jack Ryan,2018,2023,"Action,Drama,Thriller",8.0,169101,30163f8c-1405-4c35-9e5d-c6af43e41af7
The Heroes,2008,\N,"Animation,Drama,History",8.4,167474,431b9d7a-f215-41e8-8cfb-a1deab79d760
The Bear,2022,\N,"Comedy,Drama",8.6,166854,d93344fe-9650-423d-bbd9-32cd555405f8
The Expanse,2015,2022,"Drama,Mystery,Sci-Fi",8.5,166785,92d4a5e8-b4ff-4461-ab79-fac03d409d37
The Sandman,2022,\N,"Drama,Fantasy,Horror",7.7,164192,da611b22-7bd5-408a-ac93-d2c986a9912d
Archer,2009,2023,"Action,Animation,Comedy",8.6,162859,557b5492-11af-49c1-8c7d-138e9958c29a
How to Get Away with Murder,2014,2020,"Crime,Drama,Mystery",8.1,162841,a9bed5b2-d76b-4b89-aad3-699d67cb15f1
Silicon Valley,2014,2019,Comedy,8.5,161725,64ca411d-32ab-45c5-a6eb-20ed3d938b77
The IT Crowd,2006,2013,Comedy,8.5,161312,3cd34b5c-7198-4422-ad77-51e4aef1e457
Sense8,2015,2018,"Drama,Mystery,Sci-Fi",8.2,160630,eee417a8-5663-4ee1-aa16-b21469829bcf
The Last Kingdom,2015,2022,"Action,Drama,History",8.5,160231,e343cabd-dac0-4baf-91b4-73266e3119a9
Teen Wolf,2011,2017,"Action,Drama,Fantasy",7.7,159970,40b818d3-6646-43da-ba36-a9165bd4f197
Bridgerton,2020,\N,"Drama,Romance",7.4,159889,92f5af15-36e5-4dd1-a654-a8afe1838172
NCIS,2003,\N,"Action,Crime,Drama",7.8,158521,75229517-9ca0-4380-81af-2387ee830702
Buffy the Vampire Slayer,1997,2003,"Action,Drama,Fantasy",8.3,156339,abaab23a-b38c-4b0d-8719-726deca4de0b
Reacher,2022,\N,"Action,Crime,Drama",8.1,154052,59b5ed1a-d209-4fcf-9cf3-5dacc920db77
Andor,2022,\N,"Action,Adventure,Drama",8.4,153891,86a0128f-cbd9-494e-835c-bf5b8b3fb0ba
Glee,2009,2015,"Comedy,Drama,Music",6.8,153880,91a5c6a5-bf5a-494a-85d4-51c3801e8a74
This Is Us,2016,2022,"Comedy,Drama,Romance",8.7,153701,9d415b74-c23d-46d7-a896-b6e9d5a94d31
Riverdale,2017,2023,"Crime,Drama,Mystery",6.5,152781,55266fb3-fdfd-411f-8b7d-0f07aaf4041f
Luther,2010,2019,"Crime,Drama,Mystery",8.4,151500,c6859765-2319-4aa6-9a76-eaa67c60bc54
Naruto: Shippuden,2007,2017,"Action,Adventure,Animation",8.7,151222,6828e319-d2e6-4738-bb86-c04813854435
Freaks and Geeks,1999,2000,"Comedy,Drama",8.8,150481,67b0371d-2508-4b12-a04d-19f230f77408
After Life,2019,2022,"Comedy,Drama",8.4,148307,793a01f5-827a-4390-8da7-e0f06ef5e09b
Taboo,2017,2017,"Drama,Mystery,Thriller",8.3,146256,a886f30e-7aac-4355-aa01-de0ba9d58e51
Chuck,2007,2012,"Action,Comedy,Drama",8.2,144714,6b84b8d6-2108-4e07-83ee-c0eb608e2c9b
The Originals,2013,2018,"Drama,Fantasy,Horror",8.3,144694,826f88b6-83e1-4926-97ea-be7874e75f14
Only Murders in the Building,2021,\N,"Comedy,Crime,Drama",8.1,144159,003b0297-f51f-4dcc-925f-6c7dea4e731b
Six Feet Under,2001,2005,"Comedy,Drama",8.7,143609,f878b8f5-0d83-4797-af5b-81c019acf2c1
Dragon Ball Z,1989,1996,"Action,Adventure,Animation",8.8,142906,7dc43d1a-9be1-4a2b-8db8-99b28f604380
Gilmore Girls,2000,2007,"Comedy,Drama",8.2,142522,2c9b5aff-650e-4216-8e23-43985a791f72
The Fresh Prince of Bel-Air,1990,1996,Comedy,7.9,142334,76ea45cd-65e8-44c5-a4c1-d7b3307baa60
Bodyguard,2018,2024,"Crime,Drama,Thriller",8.1,140820,9b548ed4-2272-486d-ac87-807d143ff053
Fear the Walking Dead,2015,2023,"Drama,Horror,Sci-Fi",6.8,140179,fa3bcf46-966e-437a-a53d-9e9725ac97b9
Malcolm in the Middle,2000,2006,"Comedy,Family",8.2,139413,7ded7df1-0153-4e3d-8a30-e06d30e4a3e2
Sex and the City,1998,2004,"Comedy,Drama,Romance",7.3,139036,20f79dba-c528-4d86-bf4d-b79b64b566f3
Curb Your Enthusiasm,2000,\N,Comedy,8.8,138656,358fa782-f799-4d0d-9312-4fe3dd9bd7c0
Schitt's Creek,2015,2020,Comedy,8.5,138547,df6f2672-6f4a-473c-bacb-14dfbf6d506c
The Marvelous Mrs. Maisel,2017,2023,"Comedy,Drama",8.7,138404,d742edf5-a518-49f6-9516-f19a5710cbf3
White Collar,2009,2014,"Comedy,Crime,Drama",8.2,138352,f7d0867a-f9a3-40c1-837f-675c0d56ec4d
Luke Cage,2016,2018,"Action,Crime,Drama",7.3,137503,eed11c9f-f0d0-4e6e-a771-155c03ad62ae
Iron Fist,2017,2018,"Action,Adventure,Crime",6.4,137437,f7a8888f-b9f7-462f-8c53-1a445fd65007
Demon Slayer: Kimetsu no Yaiba,2019,\N,"Action,Adventure,Animation",8.6,136814,bf6e9100-fab8-4ec2-8f0b-0fc101556478
Desperate Housewives,2004,2012,"Comedy,Drama,Mystery",7.6,136702,64e6d82a-41cc-45ef-bedf-0ec60238d206
Smallville,2001,2011,"Action,Adventure,Drama",7.5,135291,806a703f-f3b1-4f3d-8c9c-597b7a7f75a4
The Sinner,2017,2021,"Crime,Drama,Mystery",7.9,135180,a497af3e-348e-425b-9c91-c5649ae3fd29
American Dad!,2005,\N,"Animation,Comedy",7.4,134067,b33f130c-628b-4a7d-9465-26e63d880b77
What If...?,2021,\N,"Action,Adventure,Animation",7.4,133277,630d8f16-0d14-494b-9797-3d9f2ea0060f
Cowboy Bebop,1998,1999,"Action,Adventure,Animation",8.9,133112,ef590e40-465c-40c9-97d9-fc503fe7da69
Lupin,2021,\N,"Action,Crime,Drama",7.5,131959,1b13790b-2cbe-4e16-a5df-f3e3b0af0853
Star Trek: The Next Generation,1987,1994,"Action,Adventure,Drama",8.7,131879,fd4290cf-d395-4b72-ac43-c3eb4d7ded52
The Legend of Korra,2012,2014,"Action,Adventure,Animation",8.4,131310,60164b34-d27f-4e4a-8f07-7c1940339a4f
King the Land,2023,\N,"Comedy,Romance",4.6,130872,e07dbc50-4a84-4117-a6ec-e49e952507de
The Wheel of Time,2021,\N,"Action,Adventure,Drama",7.1,130731,c164d96f-32ee-478c-a815-f092f624dbd4
Star Trek: Discovery,2017,2024,"Action,Adventure,Drama",7.1,130545,e4d248ba-7e6c-4e98-830d-2752cc777ef4
30 Rock,2006,2013,Comedy,8.3,129874,be0a120b-61e8-4ebc-bc8e-51d45b7d8c33
Mr. Bean,1990,1995,"Comedy,Family",8.6,129608,dd47e84d-60a4-4195-a1c0-7990b65bffb2
Killing Eve,2018,2022,"Action,Adventure,Drama",8.1,129328,35c76cec-6bcb-4103-a82e-56be3ff83128
Peacemaker,2022,\N,"Action,Adventure,Comedy",8.3,129028,1f970cc9-7a8d-41be-9bb0-8b011f9d5cb9
Penny Dreadful,2014,2016,"Drama,Fantasy,Horror",8.2,128921,49eecedd-8afc-4ab0-baa7-7a0dde6d4e20
Supergirl,2015,2021,"Action,Adventure,Drama",6.2,128295,02e57256-e77e-40d7-b4bb-ed824725fa2a
Gravity Falls,2012,2016,"Adventure,Animation,Comedy",8.9,128032,9f49c234-71c1-4ad2-9e45-1f4e8cc46ff5
Grimm,2011,2017,"Crime,Drama,Fantasy",7.9,128001,60ccf108-03d5-4dff-9054-eeeb26f85006
Lie to Me,2009,2011,"Crime,Drama,Mystery",8.0,125694,57083ee3-12c8-47ec-95a8-074f4ebcc09c
Top Gear,2002,\N,"Adventure,Comedy,Sport",8.7,124633,a349bb13-4a83-4ba5-8a88-dea95452ce34
Hunter x Hunter,2011,2014,"Action,Adventure,Animation",9.0,124615,bf06161b-3aba-4c64-a0f4-59c818a48adb
One Piece,2023,\N,"Action,Adventure,Comedy",8.4,123697,73767b34-fc6b-44d7-b2c3-88a70abcd9bd
Revenge,2011,2015,"Drama,Mystery,Thriller",7.8,123668,2ec5afaf-c732-4d30-9c4b-b82551cf237a
Broadchurch,2013,2017,"Crime,Drama,Mystery",8.4,122981,fbbe0e66-a650-4f8f-b069-80347ac33e29
The Newsroom,2012,2014,Drama,8.6,122306,99024cff-9218-49d4-967f-7c4d002c7c39
The Morning Show,2019,\N,Drama,8.2,121923,2da7c79d-e9f0-4e1a-9dc7-b4dbbe72822e
Dhindora,2021,\N,"Comedy,Drama",8.8,121284,c2d49d9d-f420-4885-a55b-22a4b427d600
Naruto,2002,2007,"Action,Adventure,Animation",8.4,120733,166065ee-60f0-4974-a801-a74e6a52559d
The Office,2001,2003,"Comedy,Drama",8.5,120272,0297480e-5390-42d5-ad62-f7fd367c8604
The Killing,2011,2014,"Crime,Drama,Mystery",8.3,119643,1aa0875e-fecf-4236-9468-6fe4bd476100
Banshee,2013,2016,"Action,Crime,Drama",8.4,119023,dacb68fb-f13b-4bf6-883c-00f2025af356
Law & Order: Special Victims Unit,1999,\N,"Crime,Drama,Mystery",8.1,118936,8207c223-4d55-49ca-846e-7252b217e9b7
Elementary,2012,2019,"Crime,Drama,Mystery",7.9,116727,a124add9-c94e-4ebc-b78b-b04b998d12d4
Barry,2018,2023,"Action,Comedy,Crime",8.4,116554,3da5b86a-62db-45a7-8c3e-a5b55703b9bc
Weeds,2005,2012,"Comedy,Crime,Drama",7.9,115860,4759c9fe-b15f-45b7-8777-0b5f41a35ca1
The Fall,2013,2016,"Crime,Drama,Thriller",8.1,115517,8a4d9fbb-f8ff-42dc-9038-d1abe6fb1126
Star Wars: The Clone Wars,2008,2020,"Action,Adventure,Animation",8.4,115507,74424a7f-e751-49b8-81e9-f5df6b797c0a
Orphan Black,2013,2017,"Drama,Sci-Fi,Thriller",8.3,115467,f1d41ba9-1373-4e3b-b717-1adf12d1822b
Justified,2010,2015,"Action,Crime,Drama",8.6,115210,68d7d708-d409-466a-a4bd-9a8004f72d89
Bates Motel,2013,2017,"Drama,Horror,Mystery",8.1,114878,04fa69f4-5de4-4ddd-b1b5-166dc40b48fb
Deadwood,2004,2006,"Crime,Drama,History",8.6,114863,f53f9a3a-5db6-424e-9826-fc08958bd027
Batman: The Animated Series,1992,1995,"Action,Adventure,Animation",9.0,112892,7547e3a1-2ef4-4b43-8723-433ef1aa4891
Emily in Paris,2020,\N,"Comedy,Drama,Romance",6.9,112174,8709cdee-fe3c-42d2-8eb2-0ceb170773a6
The OA,2016,2019,"Drama,Fantasy,Mystery",7.8,112031,7114c580-2507-45e9-b5a6-7e6f7a42ca54
Under the Dome,2013,2015,"Drama,Mystery,Sci-Fi",6.5,110920,8f8df23e-4cf0-46ef-9c30-74149ae0c30b
Titans,2018,2023,"Action,Adventure,Crime",7.5,110858,f691c7a4-19e7-47be-95cd-6c5294e95fa5
Shadow and Bone,2021,2023,"Action,Adventure,Drama",7.6,110750,3353353d-d28e-4d32-9df1-3dce6d92a9d0
Black Sails,2014,2017,"Action,Adventure,Drama",8.2,110570,3648cf5b-bbe0-4ab6-a3bb-da90ca15d30d
Married... with Children,1987,1997,Comedy,8.1,109181,60bec293-a7ad-4f78-863d-dc09ede6ed1e
The Idol,2023,2023,"Drama,Music",4.5,109108,9a973b9e-8b0d-4df6-bdd4-73fd0026cb96
DC's Legends of Tomorrow,2016,2022,"Action,Adventure,Drama",6.8,108968,28ab3577-d029-45ac-ae96-c1906dfba5ec
The Good Doctor,2017,\N,Drama,8.0,108813,e26d7f45-a56d-4bbe-8584-c2d9e0ecbb5c
The Leftovers,2014,2017,"Drama,Fantasy,Mystery",8.3,108574,b546376c-de16-4fd5-95b7-450f0a192de9
SpongeBob SquarePants,1999,\N,"Adventure,Animation,Comedy",8.2,108198,db8fc4a1-a5a6-488e-a19d-cd57c1488d7d
The Americans,2013,2018,"Crime,Drama,Mystery",8.4,108145,7c60d8c2-7a3b-40e9-92e0-788c1a3909c7
The Man in the High Castle,2015,2019,"Drama,Sci-Fi,Thriller",7.9,108080,3e0c624e-921d-494f-8186-4ebcc5378fcf
My Name Is Earl,2005,2009,Comedy,7.8,107945,f9cd6f89-44bb-414c-8a3c-af0c7811bc44
Adventure Time,2010,2018,"Action,Adventure,Animation",8.6,107887,ccd50620-7eb6-458e-a693-3726d78f4598
Good Omens,2019,2023,"Comedy,Fantasy",8.0,107804,aee98a83-91d7-4631-940f-46d1cba8f6f5
